Date,Symbol,Open,High,Low,Close,Volume,RSI,MACD,MACD_signal,MACD_diff,EMA_20,SMA_50,BB_high,BB_low,BB_mid,Price_Change,Volume_Change,sentiment_score,next_close,target
2024-10-04,^NSEI,25181.900390625,25485.05078125,24966.80078125,25014.599609375,374900,40.635446293478076,166.44066273044882,255.3652058751168,-88.92454314466798,25503.618524962392,25033.8709765625,26343.3820298455,24659.7332045295,25501.5576171875,-0.009326695880144675,-0.11454888993859236,0.0,24795.75,0
2024-10-07,^NSEI,25084.099609375,25143.0,24694.349609375,24795.75,374300,36.76974421792719,91.11371639479694,222.51490797905285,-131.4011915842559,25436.202474965976,25041.663984375,26349.574515649365,24647.900679663137,25498.73759765625,-0.008748875168602677,-0.001600426780474784,0.0,25013.150390625,1
2024-10-08,^NSEI,24832.19921875,25044.0,24756.80078125,25013.150390625,333200,42.61032871658273,48.40102645068691,187.6921316733797,-139.29110522269278,25395.911800266833,25045.23,26343.871071519883,24661.279123792614,25502.57509765625,0.00876764730346924,-0.10980496927598182,0.0,24981.94921875,0
2024-10-09,^NSEI,25065.80078125,25234.05078125,24947.69921875,24981.94921875,290600,42.01055822574789,11.896107211559865,152.53292678101573,-140.63681956945587,25356.486792503325,25048.1469921875,26347.76984266984,24651.465313580156,25499.617578125,-0.0012473907279866303,-0.1278511404561825,0.0,24998.44921875,1
2024-10-10,^NSEI,25067.05078125,25134.05078125,24979.400390625,24998.44921875,261400,42.47171580701557,-15.523941847150127,118.92155305538256,-134.4454949025327,25322.38797595539,25050.9699609375,26341.460568399754,24665.774587850243,25503.617578125,0.0006604768849507447,-0.10048176187198898,0.0,24964.25,0
2024-10-11,^NSEI,24985.30078125,25028.650390625,24920.05078125,24964.25,210500,41.73095889447002,-39.55811805443591,87.22561883341888,-126.78373688785479,25288.27959729297,25051.231953125,26351.71184815845,24613.05826902905,25482.38505859375,-0.0013680536120755926,-0.1947207345065034,0.0,25127.94921875,1
2024-10-14,^NSEI,25023.44921875,25159.75,25017.5,25127.94921875,206400,46.537577318166356,-44.87888118772389,60.80471882919032,-105.68360001691421,25273.010037431734,25053.5729296875,26352.525585976764,24589.389453085736,25470.95751953125,0.006557345754428789,-0.019477434679334937,0.0,25057.349609375,0
2024-10-15,^NSEI,25186.30078125,25212.05078125,25008.150390625,25057.349609375,257200,44.82038958499786,-54.16800768175017,37.81017352700222,-91.97818120875239,25252.47094904538,25060.3659375,26353.96511216516,24555.309887834843,25454.6375,-0.0028096049048969007,0.24612403100775193,0.0,24971.30078125,0
2024-10-16,^NSEI,25008.55078125,25093.400390625,24908.44921875,24971.30078125,226800,42.74988451668983,-67.69280808810436,16.709577203980906,-84.40238529208526,25225.69283782677,25078.6799609375,26355.991544651042,24508.55845534896,25432.275,-0.0034340754096676696,-0.11819595645412129,0.0,24749.849609375,0
2024-10-17,^NSEI,25027.400390625,25029.5,24728.900390625,24749.849609375,252800,37.89776019205523,-95.18335421885786,-5.669009080586845,-89.51434513827101,25180.37443511708,25093.8259375,26371.38162193767,24430.39826087483,25400.88994140625,-0.008868227322834543,0.11463844797178124,0.0,24854.05078125,1
2024-10-18,^NSEI,24664.94921875,24886.19921875,24567.650390625,24854.05078125,290900,41.275275058454966,-107.3244766022799,-26.000102584925457,-81.32437401735444,25149.295991891642,25104.956953125,26372.03245403738,24373.572428775118,25372.80244140625,0.004210173941240125,0.15071202531645578,0.0,24781.099609375,0
2024-10-21,^NSEI,24956.150390625,24978.30078125,24679.599609375,24781.099609375,242000,39.64945822556655,-121.4331477177584,-45.08671161149205,-76.34643610626635,25114.2296697472,25118.2389453125,26333.900667999114,24310.719253875883,25322.3099609375,-0.00293518237799828,-0.16809900309384673,0.0,24472.099609375,0
2024-10-22,^NSEI,24798.650390625,24882.0,24445.80078125,24472.099609375,279500,33.6104354343133,-155.7526689880906,-67.21990308681175,-88.53276590127884,25053.07442590223,25120.3309375,26283.512537281455,24214.412267406045,25248.96240234375,-0.012469180337869368,0.1549586776859504,0.0,24435.5,0
2024-10-23,^NSEI,24378.150390625,24604.25,24378.099609375,24435.5,284600,32.96989054462341,-183.78585057182136,-90.53309258381367,-93.25275798800769,24994.25781391154,25122.1009375,26215.050013397115,24132.38475222789,25173.7173828125,-0.001495564743491773,0.018246869409660027,0.0,24399.400390625,0
2024-10-24,^NSEI,24412.69921875,24480.650390625,24341.19921875,24399.400390625,216700,32.315706684603285,-206.53448474771358,-113.73337101659365,-92.80111373111993,24937.60472597949,25127.3089453125,26113.583302412895,24073.376463212102,25093.4798828125,-0.0014773427748562273,-0.23858046380885456,0.0,24180.80078125,0
2024-10-25,^NSEI,24418.05078125,24440.25,24073.900390625,24180.80078125,372600,28.6133172933186,-239.44196486703004,-138.87508978668095,-100.56687508034909,24865.528159814778,25128.0499609375,25947.621198652487,24035.813566972516,24991.7173828125,-0.008959220549493163,0.7194277803414859,0.0,24339.150390625,1
2024-10-28,^NSEI,24251.099609375,24492.599609375,24134.900390625,24339.150390625,278600,34.47011395368281,-249.8636176044747,-161.0727953502397,-88.79082225423502,24815.396943701468,25124.0099609375,25726.267432733686,24073.18745007881,24899.72744140625,0.0065485676346082045,-0.2522812667740204,0.0,24466.849609375,1
